config.browser	config.browser_version	config.os	config.os_version	headers.host	headers.user-agent	headers.accept	headers.accept-language	headers.accept-encoding	headers.content-length	headers.content-type	headers.connection	headers.cookies	headers.referer	headers.cache-control	headers.origin	headers.x-requested-with	headers.accept-charset	headers.pragma	headers.ua-cpu	body.blocked-uri	body.document-uri	body.effective-directive	body.original-policy	body.referrer	body.status-code	body.violated-directive	body.source-file	body.line-number	body.column-number	body.request	body.request-headers	body.document-url	body.script-sample
Opera	19.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 Safari/537.36 OPR/19.0.1326.59	*/*	en-US,en;q=0.8	gzip,deflate,sdch	649	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=19.0&os=Windows&os_version=8.1	----	null	----	----	----	----	data	http://45.55.25.245:8123/csp?browser=Opera&browser_version=19.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=19.0&os=Windows&os_version=8.1		200	img-src 'self' https:	----	----	----	----	----	----	----
Opera	19.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 Safari/537.36 OPR/19.0.1326.59	*/*	en-US,en;q=0.8	gzip,deflate,sdch	666	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=19.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://google.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=19.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=19.0&os=Windows&os_version=8.1		200	default-src 'self' https:	----	----	----	----	----	----	----
Opera	19.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 Safari/537.36 OPR/19.0.1326.59	*/*	en-US,en;q=0.8	gzip,deflate,sdch	677	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=19.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://clips.vorwaerts-gmbh.de	http://45.55.25.245:8123/csp?browser=Opera&browser_version=19.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=19.0&os=Windows&os_version=8.1		200	media-src 'self' https:	----	----	----	----	----	----	----
Opera	19.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 Safari/537.36 OPR/19.0.1326.59	*/*	en-US,en;q=0.8	gzip,deflate,sdch	674	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=19.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://upload.wikimedia.org	http://45.55.25.245:8123/csp?browser=Opera&browser_version=19.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=19.0&os=Windows&os_version=8.1		200	media-src 'self' https:	----	----	----	----	----	----	----
Opera	19.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 Safari/537.36 OPR/19.0.1326.59	*/*	en-US,en;q=0.8	gzip,deflate,sdch	671	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=19.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://www.flashppt.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=19.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=19.0&os=Windows&os_version=8.1		200	object-src 'self' https:	----	----	----	----	----	----	----
Opera	18.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 OPR/18.0.1284.68	*/*	en-US,en;q=0.8	gzip,deflate,sdch	680	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://raw.githubusercontent.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1		200	script-src 'self' https:	----	----	----	----	----	----	----
Opera	18.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 OPR/18.0.1284.68	*/*	en-US,en;q=0.8	gzip,deflate,sdch	679	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://raw.githubusercontent.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1		200	style-src 'self' https:	----	----	----	----	----	----	----
Opera	18.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 OPR/18.0.1284.68	*/*	en-US,en;q=0.8	gzip,deflate,sdch	666	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://google.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1		200	default-src 'self' https:	----	----	----	----	----	----	----
Opera	18.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 OPR/18.0.1284.68	*/*	en-US,en;q=0.8	gzip,deflate,sdch	649	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1	----	null	----	----	----	----	data	http://45.55.25.245:8123/csp?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1		200	img-src 'self' https:	----	----	----	----	----	----	----
Opera	18.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 OPR/18.0.1284.68	*/*	en-US,en;q=0.8	gzip,deflate,sdch	674	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://upload.wikimedia.org	http://45.55.25.245:8123/csp?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1		200	media-src 'self' https:	----	----	----	----	----	----	----
Opera	18.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 OPR/18.0.1284.68	*/*	en-US,en;q=0.8	gzip,deflate,sdch	677	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://clips.vorwaerts-gmbh.de	http://45.55.25.245:8123/csp?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1		200	media-src 'self' https:	----	----	----	----	----	----	----
Opera	18.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 OPR/18.0.1284.68	*/*	en-US,en;q=0.8	gzip,deflate,sdch	671	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://www.flashppt.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=18.0&os=Windows&os_version=8.1		200	object-src 'self' https:	----	----	----	----	----	----	----
Opera	17.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36 OPR/17.0.1241.53	*/*	en-US,en;q=0.8	gzip,deflate,sdch	680	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://raw.githubusercontent.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1		200	script-src 'self' https:	----	----	----	----	----	----	----
Opera	17.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36 OPR/17.0.1241.53	*/*	en-US,en;q=0.8	gzip,deflate,sdch	674	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://farm8.staticflickr.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1		200	img-src 'self' https:	----	----	----	----	----	----	----
Opera	17.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36 OPR/17.0.1241.53	*/*	en-US,en;q=0.8	gzip,deflate,sdch	679	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://raw.githubusercontent.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1		200	style-src 'self' https:	----	----	----	----	----	----	----
Opera	17.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36 OPR/17.0.1241.53	*/*	en-US,en;q=0.8	gzip,deflate,sdch	666	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://google.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1		200	default-src 'self' https:	----	----	----	----	----	----	----
Opera	17.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36 OPR/17.0.1241.53	*/*	en-US,en;q=0.8	gzip,deflate,sdch	674	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://upload.wikimedia.org	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1		200	media-src 'self' https:	----	----	----	----	----	----	----
Opera	17.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36 OPR/17.0.1241.53	*/*	en-US,en;q=0.8	gzip,deflate,sdch	649	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	null	----	----	----	----	data	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1		200	img-src 'self' https:	----	----	----	----	----	----	----
Opera	17.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36 OPR/17.0.1241.53	*/*	en-US,en;q=0.8	gzip,deflate,sdch	677	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://clips.vorwaerts-gmbh.de	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1		200	media-src 'self' https:	----	----	----	----	----	----	----
Opera	17.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36 OPR/17.0.1241.53	*/*	en-US,en;q=0.8	gzip,deflate,sdch	671	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://www.flashppt.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=17.0&os=Windows&os_version=8.1		200	object-src 'self' https:	----	----	----	----	----	----	----
Opera	16.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36 OPR/16.0.1196.73	*/*	en-US,en;q=0.8	gzip,deflate,sdch	662	application/json	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://raw.githubusercontent.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1		----	script-src 'self' https:	----	----	----	----	----	----	----
Opera	16.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36 OPR/16.0.1196.73	*/*	en-US,en;q=0.8	gzip,deflate,sdch	656	application/json	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://farm8.staticflickr.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1		----	img-src 'self' https:	----	----	----	----	----	----	----
Opera	16.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36 OPR/16.0.1196.73	*/*	en-US,en;q=0.8	gzip,deflate,sdch	661	application/json	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://raw.githubusercontent.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1		----	style-src 'self' https:	----	----	----	----	----	----	----
Opera	16.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36 OPR/16.0.1196.73	*/*	en-US,en;q=0.8	gzip,deflate,sdch	648	application/json	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://google.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1		----	default-src 'self' https:	----	----	----	----	----	----	----
Opera	16.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36 OPR/16.0.1196.73	*/*	en-US,en;q=0.8	gzip,deflate,sdch	656	application/json	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://upload.wikimedia.org	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1		----	media-src 'self' https:	----	----	----	----	----	----	----
Opera	16.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36 OPR/16.0.1196.73	*/*	en-US,en;q=0.8	gzip,deflate,sdch	631	application/json	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	null	----	----	----	----	data	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1		----	img-src 'self' https:	----	----	----	----	----	----	----
Opera	16.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36 OPR/16.0.1196.73	*/*	en-US,en;q=0.8	gzip,deflate,sdch	659	application/json	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://clips.vorwaerts-gmbh.de	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1		----	media-src 'self' https:	----	----	----	----	----	----	----
Opera	16.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36 OPR/16.0.1196.73	*/*	en-US,en;q=0.8	gzip,deflate,sdch	659	application/json	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://clips.vorwaerts-gmbh.de	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1		----	media-src 'self' https:	----	----	----	----	----	----	----
Opera	16.0	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36 OPR/16.0.1196.73	*/*	en-US,en;q=0.8	gzip,deflate,sdch	653	application/json	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	null	----	----	----	----	http://www.flashppt.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=16.0&os=Windows&os_version=8.1		----	object-src 'self' https:	----	----	----	----	----	----	----
