config.browser	config.browser_version	config.os	config.os_version	headers.host	headers.user-agent	headers.accept	headers.accept-language	headers.accept-encoding	headers.content-length	headers.content-type	headers.connection	headers.cookies	headers.referer	headers.cache-control	headers.origin	headers.x-requested-with	headers.accept-charset	headers.pragma	headers.ua-cpu	body.blocked-uri	body.document-uri	body.effective-directive	body.original-policy	body.referrer	body.status-code	body.violated-directive	body.source-file	body.line-number	body.column-number	body.request	body.request-headers	body.document-url	body.script-sample
Chrome	30.0	OS X	Yosemite	45.55.25.245:8000	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36	*/*	en-US,en;q=0.8	gzip,deflate,sdch	699	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Chrome&browser_version=30.0&os=OS%20X&os_version=Yosemite&resolution=1024x768	----	null	----	----	----	----	data	http://45.55.25.245:8123/csp?browser=Chrome&browser_version=30.0&os=OS%20X&os_version=Yosemite&resolution=1024x768	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Chrome&browser_version=30.0&os=OS%20X&os_version=Yosemite&resolution=1024x768		200	img-src 'self' https:	----	----	----	----	----	----	----
Chrome	30.0	OS X	Yosemite	45.55.25.245:8000	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36	*/*	en-US,en;q=0.8	gzip,deflate,sdch	723	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Chrome&browser_version=30.0&os=OS%20X&os_version=Yosemite&resolution=1024x768	----	null	----	----	----	----	http://media.bradsucks.net	http://45.55.25.245:8123/csp?browser=Chrome&browser_version=30.0&os=OS%20X&os_version=Yosemite&resolution=1024x768	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Chrome&browser_version=30.0&os=OS%20X&os_version=Yosemite&resolution=1024x768		200	media-src 'self' https:	----	----	----	----	----	----	----
Chrome	30.0	OS X	Yosemite	45.55.25.245:8000	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36	*/*	en-US,en;q=0.8	gzip,deflate,sdch	724	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Chrome&browser_version=30.0&os=OS%20X&os_version=Yosemite&resolution=1024x768	----	null	----	----	----	----	http://upload.wikimedia.org	http://45.55.25.245:8123/csp?browser=Chrome&browser_version=30.0&os=OS%20X&os_version=Yosemite&resolution=1024x768	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Chrome&browser_version=30.0&os=OS%20X&os_version=Yosemite&resolution=1024x768		200	media-src 'self' https:	----	----	----	----	----	----	----
Chrome	30.0	OS X	Yosemite	45.55.25.245:8000	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36	*/*	en-US,en;q=0.8	gzip,deflate,sdch	727	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Chrome&browser_version=30.0&os=OS%20X&os_version=Yosemite&resolution=1024x768	----	null	----	----	----	----	http://clips.vorwaerts-gmbh.de	http://45.55.25.245:8123/csp?browser=Chrome&browser_version=30.0&os=OS%20X&os_version=Yosemite&resolution=1024x768	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Chrome&browser_version=30.0&os=OS%20X&os_version=Yosemite&resolution=1024x768		200	media-src 'self' https:	----	----	----	----	----	----	----
Chrome	30.0	OS X	Yosemite	45.55.25.245:8000	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36	*/*	en-US,en;q=0.8	gzip,deflate,sdch	721	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Chrome&browser_version=30.0&os=OS%20X&os_version=Yosemite&resolution=1024x768	----	null	----	----	----	----	http://www.flashppt.com	http://45.55.25.245:8123/csp?browser=Chrome&browser_version=30.0&os=OS%20X&os_version=Yosemite&resolution=1024x768	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Chrome&browser_version=30.0&os=OS%20X&os_version=Yosemite&resolution=1024x768		200	object-src 'self' https:	----	----	----	----	----	----	----
android	5.0	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 5.0; Android SDK built for x86 Build/LRX09D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	708	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	http://45.55.25.245:8123	org.openqa.selenium.android.app	----	----	----	http://raw.githubusercontent.com	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0		200	script-src 'self' https:	----	----	----	----	----	----	----
android	5.0	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 5.0; Android SDK built for x86 Build/LRX09D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	702	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	http://45.55.25.245:8123	org.openqa.selenium.android.app	----	----	----	http://farm8.staticflickr.com	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0		200	img-src 'self' https:	----	----	----	----	----	----	----
android	5.0	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 5.0; Android SDK built for x86 Build/LRX09D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	707	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	http://45.55.25.245:8123	org.openqa.selenium.android.app	----	----	----	http://raw.githubusercontent.com	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0		200	style-src 'self' https:	----	----	----	----	----	----	----
android	5.0	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 5.0; Android SDK built for x86 Build/LRX09D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	585	application/csp-report	keep-alive	----	----	----	http://45.55.25.245:8123	org.openqa.selenium.android.app	----	----	----	about	about:blank	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0			frame-ancestors 'none'	----	----	----	----	----	----	----
android	5.0	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 5.0; Android SDK built for x86 Build/LRX09D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	694	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	http://45.55.25.245:8123	org.openqa.selenium.android.app	----	----	----	http://google.com	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0		200	default-src 'self' https:	----	----	----	----	----	----	----
android	5.0	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 5.0; Android SDK built for x86 Build/LRX09D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	677	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	http://45.55.25.245:8123	org.openqa.selenium.android.app	----	----	----	data	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0		200	img-src 'self' https:	----	----	----	----	----	----	----
android	5.0	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 5.0; Android SDK built for x86 Build/LRX09D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	701	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	http://45.55.25.245:8123	org.openqa.selenium.android.app	----	----	----	android-webview-video-poster	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0		200	img-src 'self' https:	----	----	----	----	----	----	----
android	5.0	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 5.0; Android SDK built for x86 Build/LRX09D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	702	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	http://45.55.25.245:8123	org.openqa.selenium.android.app	----	----	----	http://upload.wikimedia.org	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0		200	media-src 'self' https:	----	----	----	----	----	----	----
android	5.0	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 5.0; Android SDK built for x86 Build/LRX09D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	701	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	http://45.55.25.245:8123	org.openqa.selenium.android.app	----	----	----	http://media.bradsucks.net	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0		200	media-src 'self' https:	----	----	----	----	----	----	----
android	5.0	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 5.0; Android SDK built for x86 Build/LRX09D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	705	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	http://45.55.25.245:8123	org.openqa.selenium.android.app	----	----	----	http://clips.vorwaerts-gmbh.de	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0		200	media-src 'self' https:	----	----	----	----	----	----	----
android	5.0	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 5.0; Android SDK built for x86 Build/LRX09D) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	699	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	http://45.55.25.245:8123	org.openqa.selenium.android.app	----	----	----	http://www.flashppt.com	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Google%20Nexus%205&version=5.0		200	object-src 'self' https:	----	----	----	----	----	----	----
android	4.4	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 4.4.2; Android SDK built for x86 Build/KK) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	714	application/csp-report	close	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	null	org.openqa.selenium.android.app	----	----	----	http://raw.githubusercontent.com	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4		200	script-src 'self' https:	----	----	----	----	----	----	----
android	4.4	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 4.4.2; Android SDK built for x86 Build/KK) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	713	application/csp-report	close	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	null	org.openqa.selenium.android.app	----	----	----	http://raw.githubusercontent.com	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4		200	style-src 'self' https:	----	----	----	----	----	----	----
android	4.4	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 4.4.2; Android SDK built for x86 Build/KK) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	708	application/csp-report	close	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	null	org.openqa.selenium.android.app	----	----	----	http://farm8.staticflickr.com	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4		200	img-src 'self' https:	----	----	----	----	----	----	----
android	4.4	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 4.4.2; Android SDK built for x86 Build/KK) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	700	application/csp-report	close	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	null	org.openqa.selenium.android.app	----	----	----	http://google.com	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4		200	default-src 'self' https:	----	----	----	----	----	----	----
android	4.4	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 4.4.2; Android SDK built for x86 Build/KK) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	694	application/csp-report	close	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	null	org.openqa.selenium.android.app	----	----	----	android-webview	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4		200	img-src 'self' https:	----	----	----	----	----	----	----
android	4.4	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 4.4.2; Android SDK built for x86 Build/KK) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	683	application/csp-report	close	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	null	org.openqa.selenium.android.app	----	----	----	data	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4		200	img-src 'self' https:	----	----	----	----	----	----	----
android	4.4	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 4.4.2; Android SDK built for x86 Build/KK) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	708	application/csp-report	close	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	null	org.openqa.selenium.android.app	----	----	----	http://upload.wikimedia.org	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4		200	media-src 'self' https:	----	----	----	----	----	----	----
android	4.4	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 4.4.2; Android SDK built for x86 Build/KK) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	705	application/csp-report	close	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	null	org.openqa.selenium.android.app	----	----	----	http://www.flashppt.com	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4		200	object-src 'self' https:	----	----	----	----	----	----	----
android	4.4	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 4.4.2; Android SDK built for x86 Build/KK) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	707	application/csp-report	close	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	null	org.openqa.selenium.android.app	----	----	----	http://media.bradsucks.net	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4		200	media-src 'self' https:	----	----	----	----	----	----	----
android	4.4	ANDROID	----	45.55.25.245:8000	Mozilla/5.0 (Linux; Android 4.4.2; Android SDK built for x86 Build/KK) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36	*/*	en-US	gzip,deflate	711	application/csp-report	close	----	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	null	org.openqa.selenium.android.app	----	----	----	http://clips.vorwaerts-gmbh.de	http://45.55.25.245:8123/csp?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4	----	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browserName=android&platform=ANDROID&device=Samsung%20Galaxy%20S5&version=4.4		200	media-src 'self' https:	----	----	----	----	----	----	----
Opera	31	Windows	8.1	45.55.25.245:8000	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2398.0 Safari/537.36 OPR/31.0.1876.0 (Edition developer)	*/*	en-US,en;q=0.8	gzip, deflate, lzma	709	application/csp-report	keep-alive	----	http://45.55.25.245:8123/csp?browser=Opera&browser_version=31&os=Windows&os_version=8.1	----	http://45.55.25.245:8123	----	----	----	----	http://raw.githubusercontent.com	http://45.55.25.245:8123/csp?browser=Opera&browser_version=31&os=Windows&os_version=8.1	style-src	default-src 'self' https:; child-src 'self' https:; connect-src 'self' https:; font-src 'self' https:; img-src 'self' https:; media-src 'self' https:; object-src 'self' https:; script-src 'self' https:; style-src 'self' https:; form-action 'self' https:; frame-ancestors 'none'; plugin-types 'none'; report-uri http://45.55.25.245:8000/csp-report?browser=Opera&browser_version=31&os=Windows&os_version=8.1		200	style-src 'self' https:	----	----	----	----	----	----	----
